day_of_week,hour_of_day,is_holiday,special_event,pressure_sensor,ir_sensor,ultrasonic_sensor,magnetic_sensor,camera_detection,rfid_sensor,temperature_sensor,humidity_sensor,vibration_sensor,light_sensor,gas_sensor,motion_sensor,weight_sensor,proximity_sensor,nearby_traffic,air_quality_index,noise_level_db,prev_hour_occupied,weather,occupied
3,0,0,0,0.7326990505902804,0.8860861088135163,0.04149732550990637,0.13247065634192656,0.24134970383749987,0.47321318688439873,17.59436771586852,20.417455238197473,0.6704155146589565,0.07268231558981486,0.8470469188705548,0.9442661596555508,0.5115195574628737,0.9873155491986286,17,117.13298173865903,52.786778849383595,1,sunny,0
3,0,0,1,0.4045273855738697,0.8956899442666165,0.3220675351957297,0.5469155137931242,0.0785362427927987,0.6177269240617943,35.32321013484842,34.407597227091195,0.9312666274013378,0.8367107205834616,0.5400657152841718,0.019304416717866646,0.7066877084605435,0.7920192079401351,19,96.34035473860345,58.52976581935232,0,sunny,0
3,0,1,0,0.06835320030995862,0.2972872042813265,0.559744661333675,0.5462476001308509,0.3564047358496647,0.45632592382239856,15.971842425417233,26.048431828345116,0.3978785874773685,0.17454588350349654,0.4142768475898826,0.9653887036634297,0.19275201041271228,0.9933675008820889,16,133.10534408973382,45.87498051875308,0,sunny,0
3,0,0,0,0.7837598424841072,0.2299937539632405,0.8579349139973288,0.08947312281038722,0.7476518245649778,0.8940913692578455,31.47356984836857,35.61268207614522,0.9530161760404428,0.07081470138576451,0.977182906594996,0.1492618969888062,0.6883967049269083,0.9682983146601692,25,59.8890839982317,54.282645550132244,1,sunny,1
3,0,0,1,0.285758324592706,0.41130397206623126,0.6669274474586807,0.41798408550691357,0.5506905446947946,0.49786918051431917,21.813943720385012,30.622597671703844,0.7027828771659749,0.4002190955388112,0.5821213708198361,0.8194380817932682,0.2723845792632895,0.4895395420941543,21,64.47329333380722,74.30469999073114,0,cloudy,0
3,0,0,0,0.43276687959926263,0.24053158518014872,0.43539632339975143,0.853284798567202,0.8167933695743474,0.8418087090288189,36.78864201770316,21.711201490318896,0.0420057674188119,0.5769221385996435,0.8668735827991789,0.2759225530681031,0.8320620967541508,0.6963758498705658,22,80.64577313504506,41.51801945043526,1,sunny,0
3,0,1,1,0.6854438832219015,0.6723838432917036,0.9531201143941378,0.8561536219946603,0.959592147609234,0.8013520582702486,27.124807114437488,74.55824878436297,0.9068728318190528,0.854916958559771,0.9532923963662899,0.3507023274307274,0.08372413310890992,0.1104431269411511,13,126.58659869388082,46.03512187298418,1,sunny,1
3,0,1,0,0.332456157148712,0.8260646845482855,0.7192452005758319,0.099237664919681,0.792662476751617,0.41050482134835653,22.639411483195644,20.49338788333349,0.48447280903319256,0.9742425255217365,0.6753546270086592,0.21675771132198496,0.7731386728852775,0.44114882504680186,25,80.57588231556988,45.00464638597942,1,sunny,1
3,0,1,0,0.056585656146715624,0.673092130911217,0.93016520286255,0.09072088274783086,0.6038030788437534,0.23008449185747504,27.94097339223586,64.16492866022512,0.46032698477783285,0.43949251256986366,0.548938678518675,0.5855140424810796,0.09993690656861953,0.8090185422666974,5,90.84187074986926,56.12302170800912,1,sunny,1
3,0,0,0,0.3739210470128136,0.8243504472493495,0.5275879732721657,0.2626954770019353,0.4933415880523805,0.406082132559771,24.548950476131722,29.12887321517099,0.5664666059796343,0.06044692298527021,0.0035108509106506203,0.3480955475078741,0.881189236894309,0.5053353209771434,24,80.16035662971646,79.87947603563447,1,cloudy,0
3,0,0,0,0.9444485826943034,0.39699216220747413,0.2589042747931396,0.8747660625539935,0.04006908634826667,0.8262173757752201,29.107526616745755,74.733777319976,0.14938454677122792,0.7491155790258707,0.04001964073900599,0.6573930394946632,0.3042045181350037,0.7026990328172319,24,58.022429180102996,46.934317208455305,1,sunny,0
3,0,0,1,0.6417343972985582,0.15631697070886086,0.052826686364721986,0.12890258507349894,0.9843219788140413,0.22763253581939236,17.863321708158708,73.56775637539315,0.46916604856739863,0.5651732562239374,0.20085121605111633,0.015647317942065975,0.6543933648305748,0.745751329984277,17,143.94336228961873,45.81930598397041,1,sunny,0
3,0,0,0,0.6714791486672069,0.7379509473975921,0.7260848514838505,0.7199968026274463,0.3834811225750425,0.5244363458577493,39.924762570313774,59.23406878215544,0.8311272167177457,0.44789134484446314,0.18600843185599525,0.06437488351503962,0.48750227862027984,0.2534691412428939,26,104.85389920711889,76.60222919104618,0,sunny,1
3,0,0,0,0.6322821536376398,0.3604745051415539,0.12130299800553412,0.10116561961310322,0.1522282139168668,0.8060967479607475,25.638896942417936,60.33404898803631,0.015482459137515336,0.30926887879218967,0.25475879519984534,0.09966115273124865,0.366303145262339,0.8756993729425655,19,128.78331881854967,75.28202067863863,0,sunny,0
3,1,0,0,0.1989921389594368,0.6712708252291325,0.3027751282719672,0.6231378537478254,0.6667088553964567,0.3534774751283788,23.705765992684217,20.320348518181312,0.2729171603243713,0.5023985278435357,0.3049346376976608,0.41899368531023107,0.6454418331834965,0.45982243090917896,20,115.8357092185296,41.28961479986218,1,cloudy,1
3,1,0,0,0.41833386410228013,0.27064394198176567,0.5324709078838974,0.3560672991191448,0.28428828909545933,0.6422096370026974,32.75524620790662,79.09229396681613,0.00245458644384422,0.33867960445703094,0.36006549355072826,0.8147961726599761,0.947522980551238,0.21018510362154375,21,101.42542790619751,70.0682384071726,0,sunny,0
3,1,0,0,0.7509397983633183,0.08122963480667267,0.5644165877797477,0.788913962965867,0.5857782709310476,0.24563157404881453,24.09748516238331,72.66995621454886,0.41571130914984833,0.7570118677473603,0.42053769006887654,0.8881779103783827,0.04126974737462186,0.8654158817884438,35,58.96782566593801,66.21862805905718,0,sunny,0
3,1,0,1,0.10137289755315915,0.9925817954877634,0.600583196987136,0.2336904488253636,0.5867679078445912,0.10927944536815992,35.83185762571894,73.70637354380551,0.7283155104937347,0.5438936964926411,0.09886633845601467,0.24481074006090076,0.9188528558831043,0.41781880610625366,26,114.27335452703043,70.70963239410835,0,rainy,0
3,1,0,0,0.27785277608971226,0.15620150793059928,0.16625533034970064,0.6392018293899598,0.44572982090286917,0.7943842250928563,26.35676810901063,59.554672223052314,0.7987718291146285,0.876847774154112,0.04236193195278204,0.574369724239014,0.6090816550210135,0.7503124383797197,23,65.53703559368321,59.780098191836885,0,rainy,0
3,1,0,0,0.2763191084658536,0.988420993963481,0.37973740482164875,0.23568253457588495,0.8361186155450426,0.09896862340870682,32.98896033163587,40.68721571927219,0.9451897611270066,0.5435439146494421,0.6739444490730234,0.7683649926926005,0.8073143007690523,0.5480330722215929,15,91.43831693562765,79.65516873793183,1,cloudy,0
3,1,0,0,0.432018927594506,0.9772799325664473,0.6171942271169667,0.7136602831121538,0.26496706155544303,0.2713813950795846,17.686330411047162,73.61891894542885,0.6085046129707865,0.23826241333993003,0.5373348248430777,0.2888294299196087,0.3838749534342776,0.38187175223450043,20,112.91131434804304,41.753880748438526,1,sunny,1
3,1,0,0,0.9803687409421851,0.7938181039080396,0.9698188646337847,0.8736780345607488,0.44863259161773417,0.8551094219974401,36.152979638877795,37.491015689071546,0.25462686665289547,0.8510918822321445,0.44414420222011963,0.4090077367362732,0.4718429748376137,0.8098764150385693,15,128.22290004721233,49.37486345615223,1,sunny,1
3,1,0,0,0.06750254668382194,0.6594229620819976,0.7276311376996887,0.12680179912676004,0.5376921285909715,0.3464692870786672,33.39294966945275,53.76269260053217,0.924147949136699,0.5572190449300439,0.6344399411683523,0.5239742026857139,0.868850751801164,0.584469931644613,24,118.50451757086195,55.8618394789446,1,cloudy,0
3,1,0,0,0.518700994380595,0.5778070502510847,0.9226037570939578,0.8665956885955035,0.6636247207672996,0.9730453495141611,20.292919461549143,25.983858340632942,0.7753157538803761,0.20684103814356125,0.8276794072035405,0.1348748464080477,0.4148479698098231,0.3905621024270317,20,117.15335290546288,57.99111766262813,0,sunny,1
3,1,0,1,0.17936468201221045,0.8661015453778347,0.762212058314177,0.5935752544142979,0.7839718505055895,0.9797343347738597,18.632150243644666,75.317337807965,0.5744284830031445,0.6235078099562221,0.4276929091162046,0.025982293725780314,0.534659566749085,0.10959787033512702,14,64.90422091752075,76.85469610798074,0,sunny,1
3,1,0,0,0.9706765454097441,0.28943952161948794,0.5917169688924004,0.12711049086702397,0.39480728287825606,0.2682760204535567,22.90730871814061,28.446227466272802,0.695640215718936,0.35771676494242755,0.6411194650519794,0.15280580931828325,0.020194923084332905,0.8954453137667079,20,84.61285400715879,62.40017456309035,0,sunny,0
3,1,0,0,0.1133035047274642,0.46768121248487704,0.19202336913634455,0.427541855359712,0.646046944096596,0.04097822224989045,39.40176465079761,33.49380834382444,0.9243163550074291,0.8444056122920658,0.9535722238351587,0.6268536212535334,0.1585980058380423,0.035469585341666554,15,54.29122726601942,41.80443982081576,1,sunny,0
3,1,0,0,0.40360100236159124,0.6193899693665019,0.666685651892513,0.1608602934850979,0.15061095306851913,0.7050632842053791,21.420789364176464,53.4880494876929,0.7123940284729217,0.4532997386465428,0.8396244958615607,0.07361826153368167,0.6416865079747998,0.8631873483680562,20,121.94768931764645,56.31451853702647,0,rainy,0
3,1,0,1,0.7378849848346062,0.4111904758694911,0.6233795659599071,0.7003478888665695,0.9326481005424786,0.4509865026483437,26.40318022366583,65.8455800127789,0.368374507584734,0.7264413581074167,0.42600081050240945,0.1896963648501283,0.7169769010638771,0.35996152488315547,15,145.2585981317419,56.6596164947628,0,sunny,1
3,1,0,0,0.7045544280274453,0.427486454090268,0.6024691704572664,0.7588681344179496,0.38305880642100354,0.10075284395957629,15.750505642933408,57.16107835617794,0.7130282022890967,0.09553620763623716,0.644716837814743,0.3378538856953037,0.5826009367844994,0.6393387635014058,20,76.41103901790757,78.6196375375114,1,cloudy,1
3,1,0,0,0.42272863689393225,0.3302846675020844,0.48978586798824075,0.10579652027279896,0.7295214219764384,0.7075228189780428,24.930688239155813,33.92803476800937,0.04027816273538787,0.3960243463023462,0.17707092191593976,0.07787006430636634,0.14331003627561067,0.9221997238356853,23,58.769670916230936,63.96788364084433,1,sunny,0
3,1,0,0,0.34652416795271823,0.564231816684536,0.5286566039892756,0.5061398526946443,0.020341081882177647,0.031174909111921223,29.28300038582757,20.05658255164942,0.38641556183058123,0.9832414364723987,0.5605221848950899,0.19169927116163443,0.4454054285778348,0.1517066155038984,19,97.55700767536536,65.42604284635755,0,sunny,0
3,1,0,0,0.39761237855287057,0.850574528015116,0.33444252711810407,0.8146250560259172,0.205187142904807,0.8701966904922421,38.828115312699126,65.42903481844635,0.4063230318455793,0.8084602894771483,0.9813282911384428,0.9112697889835111,0.3550947663631898,0.5669504756388102,18,135.66982231275688,68.53012125005083,0,sunny,0
3,1,0,0,0.2642762631586393,0.20152837800631285,0.5193126926423032,0.9361630415509965,0.487082544323578,0.13865252911330372,27.91840112350161,79.11243955466563,0.16683823442083467,0.15994080236692865,0.5183151152025223,0.01929913222698476,0.4956613440350883,0.764432862370192,21,105.19741952717797,70.80157262728493,1,sunny,0
3,1,0,0,0.2053329387067998,0.9344330387534414,0.19755590567847825,0.51351786674177,0.8782524677323466,0.127311878746725,35.47768315444219,68.59478721836543,0.023085480551770177,0.2777640494772551,0.9276382991901473,0.6534319241743621,0.8703290345540943,0.7575838327190574,23,54.67771501901133,65.40204280809957,1,rainy,0
3,1,0,0,0.48303969755889,0.6890876537482297,0.8051743973603768,0.950279223611407,0.5272551499506771,0.17567229796858452,28.678191064222514,47.61239708939692,0.13338123663774282,0.3298158088563611,0.4073349205032607,0.3844089309151849,0.7758614386586519,0.525631914599504,14,147.4272240527946,49.48777404535742,0,cloudy,1
3,1,1,0,0.2685337560676073,0.8232732126800302,0.1857769546987078,0.5356889704560298,0.929870482293879,0.9602663584920665,16.01962533588795,74.22603568394639,0.6546214957970551,0.6503655604954457,0.9988448271846312,0.6726487394323711,0.08398950138915895,0.6247394599064581,21,132.86499099626008,74.96183657364656,0,rainy,0
3,1,0,1,0.2874616648972501,0.5561906926300116,0.08496628988946642,0.39419049459990796,0.48379689658279634,0.693169360253846,22.87520687974435,44.590860387101,0.8022888163636875,0.7569947594896556,0.5792200352275578,0.5886917203634046,0.8903091977745643,0.7575269941328445,26,63.15940770515102,69.2847920164252,1,cloudy,0
3,1,1,0,0.6567560634745571,0.7795167014240635,0.43624602635715737,0.8482031285528955,0.49044909673594994,0.8013715354636367,29.388737695777582,51.496045054608054,0.9882034927269742,0.7495266088079098,0.042268994235934554,0.22349875435464428,0.4717671511498236,0.8410276377574117,22,142.1797756503509,69.67481940387823,1,sunny,1
3,1,0,0,0.9685373316998922,0.01620039733946721,0.6583074395060619,0.49298271045808906,0.11974678850053189,0.397634985732753,38.76484914827811,48.627786043741,0.3463635031084943,0.5098740563064028,0.5867547966913881,0.8472094875733885,0.7438621448859984,0.7618130968758637,20,95.06882886051886,79.86226956938997,1,rainy,0
3,1,0,0,0.6036372005593751,0.8183804247795352,0.43771682493354136,0.47190251056452304,0.8026562441522198,0.33631272750495556,36.478258993780834,46.857432359931494,0.5993792222611017,0.8108205378381512,0.27457269567959663,0.4919403826093567,0.14003923126435214,0.35400494318124265,23,87.18979905749413,72.10106139453264,1,sunny,1
3,1,0,0,0.07697946706496628,0.04013885908536652,0.2767541319513086,0.4903124894098283,0.2469654124670625,0.23448400678316994,20.70889035447119,66.51144615763434,0.9371449668151219,0.43707808275747506,0.03248132203589471,0.8225360189134717,0.6707195257070481,0.9967264010577331,22,96.10533305271882,73.16605612620613,1,sunny,0
3,1,0,0,0.07558361385406698,0.8899133763628625,0.5581711838904407,0.8467850018697454,0.8996124893723151,0.48064802831240894,20.502745750479086,51.60613443616952,0.16704178133815262,0.1238805652955619,0.8208533046946633,0.4060125361882192,0.23632601760945793,0.4345026937193044,23,133.45719568709472,78.05622062840634,0,sunny,1
3,1,0,0,0.951423220845566,0.9919627472386433,0.34700233541219994,0.8319415416880521,0.9108242203303961,0.5518287335341685,20.02932417784752,39.00302732151296,0.7176455863427427,0.5644418416538133,0.2757296369807559,0.984685553915239,0.43838089714093154,0.02446470275893342,9,115.94796782867857,46.045359993955756,0,sunny,1
3,2,0,0,0.29729079030733363,0.2940674621767778,0.9328676901266331,0.4035199924402112,0.9433101118741497,0.6317748436527554,38.06247240756258,35.4894900595087,0.7549787331491632,0.9523013846011067,0.7965485540464985,0.7704893585012963,0.01686287008210441,0.36261695158546203,12,55.924845239972754,59.90909505912271,1,sunny,0
3,2,1,0,0.09206698608247543,0.21031855628579366,0.9226451396035721,0.333299859870525,0.52023048910309,0.2571185039986945,36.31665382754302,22.264839018046004,0.08897553586933837,0.7929936513925113,0.28821758295586697,0.9659502051125735,0.15161063793047602,0.12778295457384325,25,145.76043711161708,63.2226809436315,1,sunny,0
3,2,0,0,0.5990445871503816,0.7653633638580407,0.5023718199720955,0.4919280240391293,0.6770937847836443,0.9486540809029906,34.37208580632372,54.99170971298276,0.861249385183065,0.5787006476922424,0.19432635387377428,0.5143264789098588,0.09208049312361977,0.121442615728375,12,64.77841334783177,53.1710291688983,1,cloudy,0
3,2,0,0,0.6236487782902661,0.2530263409202532,0.3278839940182585,0.572772509737109,0.7785158800616635,0.16975849820713584,24.81837785560569,33.797684924062054,0.8131050471108439,0.6468056603490969,0.9739355741044274,0.4736911322907005,0.23974417293825845,0.28153504010689434,22,124.55679517353511,73.57613375578022,0,sunny,0
3,2,0,0,0.6485048201186882,0.8655623831722035,0.7371324139566391,0.23833721062799695,0.1310146186504656,0.9656531747664123,27.609517607469172,28.888035320982986,0.033403006577434446,0.9305620270355727,0.36164532775501956,0.7554538093252579,0.10001809002432227,0.05337549417726084,18,113.6136530428131,70.49678486582894,1,sunny,1
3,2,0,0,0.2674020278575413,0.10284259215747671,0.03671294348306664,0.7939550847155906,0.6009571949974972,0.014856122507503788,26.608293619878822,59.22979782966066,0.09108441488005148,0.4283427944349605,0.6013762114431604,0.8802912630134302,0.6919100266195619,0.6885121884095631,15,68.75280479465609,68.83532298032496,0,sunny,0
3,2,0,0,0.015110684214475034,0.12595519637935826,0.47476900604365124,0.4864827657324229,0.03429790130331167,0.4811256918168456,21.334952688984316,60.872555469292934,0.04912689389185232,0.33139413894263736,0.6099814928144716,0.964145795865558,0.02903990220921937,0.07398888420190508,21,67.07320761130497,79.88597759032668,1,sunny,0
3,2,0,0,0.9650153694544719,0.9791515551006156,0.33632339427033353,0.3340455484199596,0.4975660833887259,0.3333678381165628,27.625701153719174,65.12929353545996,0.3347435317993622,0.977241565000449,0.5604734821735018,0.3245519060324997,0.617740500624998,0.20328955543595617,21,137.0327593704692,50.37525493633562,0,cloudy,0
3,2,0,0,0.2508930456911025,0.6738388982700046,0.9205358851025547,0.10682099296399061,0.1548426816202274,0.4491234139302508,15.76241369631886,50.21461378031549,0.5092889906799262,0.8634431335103334,0.9146957435212146,0.7987045738426389,0.14070783082557425,0.09289971449411938,30,91.96949234995972,69.41829006701686,1,sunny,0
3,2,0,0,0.6760262880525475,0.8468872244289528,0.012003027272682543,0.23884516040360693,0.1829229259620847,0.570664578980789,18.29525933743648,73.6432763122332,0.5323477279546288,0.3230435846186024,0.6744410713668685,0.2106455976355367,0.9451614571778969,0.06316773090303107,16,115.45765141741386,62.05617899623603,1,rainy,0
3,2,0,0,0.7066298698787096,0.324329377351518,0.5528148757183491,0.9492811717559837,0.3650475666926015,0.43558915801270903,37.16473990422366,76.18056520389368,0.26766675976944265,0.4637805973609228,0.4037330041049302,0.5455743467454452,0.9330940731098543,0.26775166553954166,27,100.40710038566732,52.51956729975504,0,cloudy,0
3,2,0,0,0.6100074170794857,0.6764837495206044,0.740663581066626,0.3050996868195266,0.432437166716503,0.41484685030159496,33.79199417578558,68.44225638754936,0.9115968865602742,0.41507812900779906,0.862380384524274,0.17984814840919916,0.22550310252096262,0.57189896766037,21,122.73535170759595,46.42347482892503,0,sunny,1
3,2,0,0,0.3129073942136482,0.5942418273085972,0.48501798752404124,0.16885928936703531,0.6231724245321872,0.7327234154133065,25.571710226477176,58.13560892049124,0.3682627898719132,0.14909567867143392,0.1810628991159644,0.34739736175033886,0.6144212982230295,0.9646855564468417,16,97.92423750393306,75.83535348270189,1,sunny,0
3,2,0,1,0.27109625376406576,0.603150120122947,0.08540303016272166,0.4606727916549932,0.07442841843851566,0.6858762750864646,27.928759057096933,38.22325721547132,0.0455501559653525,0.9578193238132591,0.5442367576104175,0.9313583672064593,0.028005319472458434,0.8755566543496063,23,78.73799152555684,63.818219308313815,1,cloudy,0
3,2,1,1,0.5976682827027031,0.6825324595377216,0.9724613900279022,0.3070877433602487,0.5036917612374446,0.8332712820358479,24.249972148999436,78.97669529721327,0.30022711154138637,0.4043124312197588,0.9505503719437564,0.14609069977308609,0.9317885430511741,0.8759339254453248,22,86.33833709964964,72.99735350563179,0,cloudy,0
3,2,0,1,0.8660956336116915,0.5753591731290986,0.5180104313760979,0.035159250271194153,0.18262513025310112,0.24995898123949556,33.51949667901681,36.4481700315163,0.5311094225441555,0.875329082637908,0.6253976298804127,0.6324008951351965,0.5229873081917097,0.1760670360376576,20,135.90776944503426,61.81379936006179,0,cloudy,0
3,2,0,0,0.9467337289233956,0.42906236930266595,0.6141862443190114,0.32314521727941725,0.5739751750317419,0.6095285097540636,34.60467948080199,32.15941531942586,0.40822182258823203,0.18935622768066507,0.8169684504748762,0.5929542729274033,0.04322315141777899,0.2649071934978201,21,96.8034692922727,48.79908322616078,0,cloudy,0
3,2,0,0,0.10590580440375763,0.27592269438054684,0.23660978270750732,0.5441086239394686,0.6374046122611835,0.5851947853928539,34.08212975507898,46.52924682719497,0.27384251909925916,0.5478708106372198,0.6535607255451928,0.12073835270898647,0.3424999930081374,0.0763933167953057,17,71.34493322446093,53.50195252401301,1,sunny,0
3,2,0,1,0.15482861259771985,0.768581330913202,0.4834980851068038,0.5517123720199669,0.5567092565528539,0.36973781087268875,33.06529312086124,23.410434242743307,0.13132324976431742,0.02396138512426982,0.8393708635378904,0.32597904376881215,0.0768494618612342,0.778468339915185,15,143.46053880772533,55.26155369894186,0,sunny,0
3,2,1,0,0.9447362587830797,0.2262724300031862,0.42914949195832186,0.3565589211768887,0.7382955104783077,0.4860575419026809,20.112608467319895,78.70966788030745,0.8191645000962298,0.7642204838423086,0.9444878798452436,0.5629815045152657,0.3929444393733599,0.06981630148556195,23,129.66004564983768,78.91739250014808,0,sunny,0
3,2,0,0,0.7365352283347926,0.6923543061544142,0.07489584200198374,0.44730275625260063,0.3356092442409013,0.31378214330572873,23.449249481011968,55.30601338498549,0.9961452421241919,0.5809138982462784,0.2729217275327368,0.18717860898849026,0.6699263421613231,0.5566956708208533,18,55.56661460561991,40.2253311352553,1,cloudy,0
3,2,0,0,0.8829938248297731,0.23333282264932664,0.10616035354746722,0.9655179182347664,0.7651065916331309,0.1418443976169852,26.74613587459187,53.41712549985051,0.32954213352388206,0.6255895834697527,0.16966108125671886,0.8006236564128154,0.4698899080414396,0.24787557232395074,19,149.8942961980518,79.42664092098028,1,cloudy,1
3,2,0,0,0.20263263413534316,0.6253301699544539,0.8374725196187746,0.3773484772303116,0.43276708170819367,0.21380121066273283,23.26982478569139,59.34777679398319,0.3816210441766039,0.05172088255465346,0.4839907503325399,0.9721565095347499,0.38372217471945447,0.24344563402874475,21,119.49266964401023,79.21846540439323,0,sunny,0
3,2,0,1,0.5875858711094019,0.7470782671290289,0.23981995220659025,0.258226813259983,0.4841844983225968,0.10551364640120109,33.87350500395823,49.8214188666324,0.618037524676957,0.2110383302086154,0.7018624268242158,0.21475939996247206,0.1191570455404648,0.9907250552476051,21,66.02665990405869,79.84603162120547,1,sunny,0
3,2,1,0,0.7011395944174736,0.2187138889065392,0.19495827149863054,0.24346704406676012,0.6481021272610714,0.6830695751901241,23.233838106248868,21.923811025672496,0.7184414747355413,0.07433087235358016,0.2271912531822161,0.18691196479057592,0.24493904569365632,0.7567798069785374,12,73.71676812985964,59.06352715678538,1,sunny,0
3,2,0,0,0.6801118854469727,0.05994330086130828,0.5049114512501393,0.45776461270413416,0.01835838399922396,0.6607273931091515,18.45580216963343,56.738677330423805,0.39202953480359126,0.28891431580381177,0.004101450430167075,0.45493507179744463,0.10014328773835113,0.8369393582910502,26,119.24454812415469,78.55235878483998,1,sunny,0
